uid,jobid,skill_match,experience_gap,location_match,education_match,job_type_match,mode_match,label,snapshot_at
4336,380029,35.59,1.75,1,1,1,1,0.74,2025-04-02 13:54:56
3147,402021,84.7,2.93,1,0,1,0,0.8056,2025-04-30 13:54:56
8942,227325,21.33,4.25,1,1,1,1,0.604,2025-08-13 13:54:56
4921,844262,58.75,3.58,0,1,0,0,0.3509,2025-07-11 13:54:56
6092,677597,74.81,1.13,1,0,1,0,0.67,2025-08-17 13:54:56
7685,197737,47.44,1.43,1,0,0,1,0.5433,2025-06-24 13:54:56
2859,583864,50.15,2.39,1,1,1,0,0.6519,2025-07-21 13:54:56
3523,622585,51.38,3.88,1,1,1,0,0.7097,2025-06-07 13:54:56
9338,839678,40.82,0.19,1,0,0,1,0.5589,2025-06-12 13:54:56
7808,975272,59.35,2.39,0,1,1,1,0.6309,2025-04-19 13:54:56
8737,355571,71.65,2.76,0,0,1,1,0.6078,2025-04-26 13:54:56
3370,502220,46.38,0.24,0,1,1,1,0.6119,2025-07-03 13:54:56
9328,882545,81.37,6.49,0,0,1,0,0.5259,2025-07-17 13:54:56
2144,389667,74.93,4.64,1,1,1,0,0.8142,2025-05-06 13:54:56
6569,925982,50.45,3.78,1,1,0,1,0.6595,2025-04-13 13:54:56
5378,960409,22.3,3.85,1,1,1,1,0.5261,2025-08-20 13:54:56
5635,861320,85.71,4.66,0,1,1,0,0.7032,2025-06-05 13:54:56
9023,255814,72.76,6.25,1,0,1,0,0.6068,2025-04-28 13:54:56
9825,607869,67.06,8.23,0,0,1,1,0.5347,2025-05-24 13:54:56
6447,678728,94.86,5.68,1,0,1,0,0.811,2025-04-03 13:54:56
7181,577464,43.19,5.67,1,0,0,0,0.4419,2025-05-30 13:54:56
4091,831381,29.88,2.64,1,1,1,0,0.5788,2025-06-20 13:54:56
7275,344908,40.12,4.66,0,1,1,0,0.4684,2025-05-07 13:54:56
1716,433633,42.48,4.16,0,1,1,1,0.4672,2025-04-21 13:54:56
7247,504833,50.75,1.64,1,1,1,1,0.7422,2025-03-04 13:54:56
3493,619390,40.59,0.34,1,0,1,0,0.6922,2025-08-11 13:54:56
3069,626691,52.85,3.58,1,1,0,0,0.5667,2025-03-22 13:54:56
6440,205240,18.35,3.75,1,0,1,1,0.4557,2025-04-30 13:54:56
2634,651500,47.93,0.21,0,1,1,0,0.686,2025-04-26 13:54:56
1252,857538,34.29,2.14,1,1,1,1,0.6684,2025-07-15 13:54:56
7718,786588,72.42,7.89,1,0,1,0,0.6202,2025-07-12 13:54:56
2226,592297,82.56,7.39,1,1,1,0,0.7434,2025-06-14 13:54:56
6547,753535,40.74,2.0,1,0,1,1,0.5197,2025-02-24 13:54:56
7513,781404,78.27,1.57,1,1,0,1,0.7904,2025-07-31 13:54:56
6384,993745,60.64,1.09,1,1,1,0,0.715,2025-03-01 13:54:56
9743,498469,16.47,6.07,1,0,1,1,0.4506,2025-05-31 13:54:56
8995,667297,70.73,0.09,0,1,1,0,0.7412,2025-08-11 13:54:56
2122,346175,24.08,1.29,1,0,1,0,0.5486,2025-03-12 13:54:56
5709,338537,26.36,5.1,1,1,1,1,0.574,2025-07-28 13:54:56
8111,203226,34.23,0.0,0,1,1,1,0.5722,2025-03-11 13:54:56
2647,565231,15.2,3.75,1,1,1,1,0.6477,2025-07-09 13:54:56
5907,130354,50.87,2.21,1,0,1,1,0.7294,2025-08-09 13:54:56
6315,934817,47.65,0.92,1,0,0,0,0.4952,2025-08-06 13:54:56
5807,475877,20.05,2.56,0,0,1,1,0.3205,2025-05-17 13:54:56
8057,252641,35.79,3.03,1,0,1,1,0.5158,2025-06-19 13:54:56
9703,532068,45.01,2.66,0,0,1,1,0.4239,2025-03-29 13:54:56
3951,278241,95.39,5.96,1,1,1,0,0.8816,2025-07-07 13:54:56
2294,739099,38.25,7.09,1,0,0,0,0.3944,2025-05-15 13:54:56
4946,621842,69.17,4.95,0,0,1,1,0.5253,2025-03-24 13:54:56
3345,343468,49.89,3.47,0,1,1,1,0.5771,2025-04-24 13:54:56
5162,581895,94.78,0.11,1,1,1,1,0.9981,2025-06-16 13:54:56
1154,943719,12.86,0.75,1,1,1,1,0.5776,2025-04-23 13:54:56
5713,810527,45.15,8.79,0,1,0,1,0.4346,2025-04-03 13:54:56
3589,177450,32.99,6.63,1,1,1,0,0.565,2025-04-29 13:54:56
6662,716114,75.29,3.02,1,0,1,1,0.7391,2025-06-05 13:54:56
7952,823847,75.71,4.07,1,1,0,0,0.7312,2025-06-17 13:54:56
8485,986366,36.31,1.61,1,1,1,0,0.7287,2025-06-04 13:54:56
4264,503381,45.38,8.87,1,1,0,0,0.5206,2025-04-19 13:54:56
2748,348729,78.14,6.22,0,1,1,1,0.6184,2025-05-15 13:54:56
6882,702734,94.5,0.42,1,0,0,1,0.82,2025-06-06 13:54:56
5838,123006,47.47,8.65,0,1,1,0,0.4169,2025-03-05 13:54:56
7485,387814,45.06,3.69,1,1,1,1,0.7256,2025-08-18 13:54:56
1804,735864,64.52,3.55,1,1,1,1,0.7619,2025-04-15 13:54:56
5690,913424,14.22,0.6,1,1,1,1,0.5695,2025-06-23 13:54:56
6773,329643,45.54,2.39,1,1,1,0,0.656,2025-03-11 13:54:56
4116,751052,54.92,3.59,1,1,1,0,0.7473,2025-06-17 13:54:56
3241,758766,21.01,1.27,1,1,1,1,0.6787,2025-07-27 13:54:56
1646,423940,60.59,4.96,0,0,1,1,0.4756,2025-04-30 13:54:56
1547,707728,64.21,6.19,1,1,1,1,0.752,2025-05-19 13:54:56
3154,194512,36.79,5.67,1,1,0,1,0.5374,2025-06-06 13:54:56
6353,883791,72.14,0.01,0,1,1,0,0.6896,2025-05-06 13:54:56
3878,310549,76.45,1.45,1,1,1,1,0.82,2025-07-18 13:54:56
9838,483630,54.06,2.18,1,1,1,1,0.7981,2025-04-07 13:54:56
9222,385766,67.06,4.45,1,1,1,1,0.7791,2025-07-09 13:54:56
5211,964750,59.72,2.02,1,0,0,1,0.6224,2025-04-19 13:54:56
5836,882825,56.11,3.0,0,1,1,1,0.6871,2025-05-26 13:54:56
2887,591082,43.22,1.16,1,1,1,1,0.7392,2025-08-01 13:54:56
3307,890786,56.17,3.18,1,0,1,0,0.612,2025-06-24 13:54:56
7512,986828,71.86,0.15,0,0,1,0,0.5464,2025-03-31 13:54:56
6993,194690,31.52,3.73,0,1,0,0,0.3472,2025-05-11 13:54:56
1229,377305,53.51,3.45,0,0,1,0,0.4008,2025-04-05 13:54:56
3025,576878,32.45,4.26,0,1,0,1,0.374,2025-05-18 13:54:56
5296,712956,42.8,1.67,1,0,1,0,0.5079,2025-05-15 13:54:56
7087,213610,89.62,0.48,1,0,1,1,0.8699,2025-03-01 13:54:56
4831,594380,44.65,1.3,1,0,1,0,0.6161,2025-08-14 13:54:56
6375,739718,19.13,6.05,0,0,1,1,0.3297,2025-06-25 13:54:56
2036,766270,36.82,0.4,0,0,1,1,0.4737,2025-04-24 13:54:56
5952,780777,61.32,2.05,1,0,0,1,0.5326,2025-05-08 13:54:56
2912,246567,86.72,1.4,1,0,1,0,0.7612,2025-08-09 13:54:56
1610,419150,57.72,2.48,0,0,1,0,0.4705,2025-04-16 13:54:56
2903,201914,30.39,1.67,0,1,1,1,0.546,2025-06-21 13:54:56
9808,242255,19.15,5.35,0,0,1,0,0.2817,2025-05-13 13:54:56
8433,489034,52.3,2.31,1,0,1,1,0.6899,2025-03-02 13:54:56
9851,539487,51.83,1.32,1,1,1,1,0.831,2025-03-23 13:54:56
3532,535038,50.87,7.51,1,1,1,1,0.6062,2025-03-06 13:54:56
2623,974191,74.19,5.53,1,0,1,1,0.6439,2025-04-17 13:54:56
7687,393329,38.56,8.07,0,1,0,0,0.3041,2025-08-12 13:54:56
7071,327824,58.08,4.51,1,1,1,1,0.8184,2025-04-29 13:54:56
8286,347583,89.13,1.45,1,1,1,1,0.8889,2025-05-20 13:54:56
2628,818988,27.43,4.11,0,1,0,1,0.3989,2025-05-18 13:54:56
9921,776150,71.69,2.22,1,1,1,1,0.8304,2025-05-21 13:54:56
1993,517480,37.63,0.68,1,1,1,1,0.7552,2025-06-11 13:54:56
4110,228094,66.38,3.57,1,1,0,1,0.7037,2025-04-26 13:54:56
2502,794964,46.13,3.23,0,1,0,0,0.3158,2025-06-27 13:54:56
1350,153036,86.75,3.43,1,1,1,0,0.866,2025-05-27 13:54:56
4991,232041,21.08,3.58,0,1,1,1,0.4577,2025-03-29 13:54:56
4363,171943,23.35,4.4,1,1,0,1,0.5643,2025-04-01 13:54:56
4395,714868,56.49,2.24,1,1,1,0,0.7174,2025-06-26 13:54:56
4818,444520,14.85,4.91,1,1,1,1,0.5131,2025-07-14 13:54:56
1047,390744,26.02,0.43,1,1,0,0,0.555,2025-07-14 13:54:56
3130,666457,70.24,3.68,0,1,1,1,0.6684,2025-06-17 13:54:56
3859,215267,17.19,1.79,1,1,0,0,0.5212,2025-03-04 13:54:56
1423,238206,58.74,0.39,0,1,0,0,0.4686,2025-08-17 13:54:56
6870,928359,55.84,1.58,1,1,1,0,0.7388,2025-06-21 13:54:56
6305,116548,26.49,2.74,1,0,1,1,0.5595,2025-07-07 13:54:56
5348,154945,59.78,3.16,1,1,1,0,0.7583,2025-07-19 13:54:56
7898,651641,88.5,0.16,1,1,1,1,0.9999,2025-07-22 13:54:56
2042,599381,43.8,3.2,0,0,1,1,0.4071,2025-04-28 13:54:56
6932,638170,81.79,3.17,1,0,0,1,0.748,2025-03-22 13:54:56
2787,573963,78.93,7.47,0,1,1,0,0.574,2025-04-14 13:54:56
4630,744987,34.2,2.51,1,1,1,1,0.5687,2025-08-09 13:54:56
9544,416283,50.0,3.23,1,0,1,1,0.6229,2025-04-25 13:54:56
1511,163781,68.75,2.75,1,0,1,1,0.6724,2025-04-20 13:54:56
7581,546981,23.34,0.36,0,0,1,1,0.3696,2025-02-26 13:54:56
2769,614085,55.73,3.34,0,0,0,0,0.3308,2025-04-29 13:54:56
2205,184715,34.03,1.25,1,0,1,1,0.6079,2025-05-30 13:54:56
3431,168873,97.84,5.79,1,1,1,1,0.7972,2025-07-19 13:54:56
5506,754645,76.4,2.83,0,0,1,1,0.5677,2025-03-11 13:54:56
9985,846747,56.97,4.89,1,0,1,1,0.537,2025-05-29 13:54:56
7241,726411,40.88,8.07,1,1,1,1,0.578,2025-04-07 13:54:56
5832,575756,3.0,2.48,1,0,1,1,0.5213,2025-04-13 13:54:56
8049,203997,54.99,0.67,1,0,1,1,0.7318,2025-02-22 13:54:56
2875,994218,73.44,0.73,0,1,1,0,0.7141,2025-03-06 13:54:56
4523,550962,35.2,3.13,1,1,1,1,0.6403,2025-04-27 13:54:56
4744,533915,29.37,1.64,1,1,0,0,0.4403,2025-05-26 13:54:56
8431,518099,62.8,5.29,0,0,1,1,0.4906,2025-05-06 13:54:56
2558,427731,15.89,0.4,1,1,1,1,0.6945,2025-05-03 13:54:56
6121,797417,41.59,3.11,0,1,1,0,0.4972,2025-06-16 13:54:56
7133,260054,49.98,2.08,0,0,0,0,0.4408,2025-02-26 13:54:56
8771,170395,65.02,2.29,1,1,0,0,0.6073,2025-07-28 13:54:56
2399,197759,24.11,3.65,1,1,1,0,0.4874,2025-05-02 13:54:56
2583,880759,46.21,5.61,0,1,1,1,0.5769,2025-05-17 13:54:56
3132,683398,66.68,0.56,0,1,1,1,0.714,2025-08-05 13:54:56
6401,802560,77.14,2.58,1,0,0,1,0.5992,2025-07-20 13:54:56
7731,470775,26.19,4.65,1,1,1,0,0.6135,2025-03-03 13:54:56
7930,856087,69.61,8.79,0,1,0,1,0.4724,2025-08-07 13:54:56
5713,729576,7.09,4.44,0,0,1,1,0.2411,2025-06-02 13:54:56
6762,208634,45.45,3.03,0,0,0,0,0.3009,2025-03-26 13:54:56
9314,323073,34.72,4.26,1,0,1,0,0.4339,2025-07-12 13:54:56
8901,335138,51.62,5.74,1,1,1,0,0.6888,2025-07-24 13:54:56
6737,986439,40.67,2.12,0,0,1,1,0.5126,2025-03-31 13:54:56
7023,220466,37.27,3.1,1,1,0,1,0.6175,2025-06-10 13:54:56
4706,946433,90.61,6.27,0,0,0,1,0.5344,2025-05-03 13:54:56
1431,738578,61.72,2.84,0,1,1,0,0.4785,2025-03-05 13:54:56
5382,130360,73.36,1.57,0,1,1,1,0.7232,2025-07-05 13:54:56
5478,836834,19.42,3.94,0,0,0,0,0.2737,2025-06-02 13:54:56
6568,468075,63.61,6.3,1,0,1,0,0.5928,2025-08-19 13:54:56
3973,250211,40.9,0.76,0,0,1,1,0.4406,2025-03-29 13:54:56
7567,172966,44.92,3.47,1,1,1,1,0.7745,2025-07-15 13:54:56
1503,196215,28.58,1.08,1,0,0,1,0.507,2025-04-07 13:54:56
4525,494469,68.87,3.69,0,0,1,1,0.5039,2025-05-05 13:54:56
8433,457456,19.23,0.38,1,0,1,0,0.4518,2025-07-11 13:54:56
7063,426776,57.28,4.47,1,0,0,0,0.4862,2025-05-29 13:54:56
2392,155165,66.04,3.55,0,0,0,1,0.3984,2025-07-12 13:54:56
3580,891084,24.26,6.04,1,0,0,1,0.4335,2025-03-15 13:54:56
1816,806708,37.1,4.0,1,1,1,1,0.6244,2025-07-31 13:54:56
5459,564638,74.38,1.84,1,1,1,0,0.849,2025-03-04 13:54:56
7948,609254,46.31,3.73,1,1,1,1,0.6991,2025-03-18 13:54:56
8243,534304,54.49,0.89,1,1,1,0,0.783,2025-06-12 13:54:56
4532,891616,25.45,1.19,1,1,1,0,0.6027,2025-04-11 13:54:56
2865,461940,21.22,0.75,0,0,1,1,0.3606,2025-05-02 13:54:56
2817,397006,55.82,4.99,0,0,1,1,0.5348,2025-02-28 13:54:56
8973,652531,32.93,5.26,1,1,0,1,0.5337,2025-03-03 13:54:56
6054,147624,55.75,6.37,1,1,1,1,0.6373,2025-06-25 13:54:56
7476,728438,80.87,3.97,1,0,1,0,0.6809,2025-08-06 13:54:56
1126,314354,66.12,1.57,1,0,1,1,0.8164,2025-06-04 13:54:56
4461,904625,35.41,6.28,0,1,1,1,0.496,2025-07-16 13:54:56
5187,403508,56.36,6.24,1,0,1,1,0.739,2025-05-29 13:54:56
2966,108106,42.09,6.67,1,1,0,1,0.5491,2025-04-15 13:54:56
8056,284230,45.71,4.37,1,0,1,0,0.4999,2025-07-18 13:54:56
7230,658454,85.53,1.09,1,1,1,1,0.8587,2025-02-21 13:54:56
4771,624564,57.74,0.67,1,1,1,1,0.7589,2025-03-30 13:54:56
6803,175577,16.13,0.4,0,0,1,1,0.3429,2025-05-11 13:54:56
1694,557410,13.88,4.08,0,1,1,0,0.2991,2025-08-16 13:54:56
8533,181645,54.68,4.23,1,1,1,1,0.7585,2025-06-01 13:54:56
8034,701254,52.38,3.57,1,0,0,1,0.6317,2025-05-09 13:54:56
7844,403579,54.04,2.84,1,0,1,1,0.62,2025-07-22 13:54:56
7637,121870,26.21,2.56,0,1,0,1,0.3495,2025-05-29 13:54:56
3816,940248,72.12,2.6,0,1,1,1,0.5314,2025-03-15 13:54:56
8539,972443,49.81,0.76,0,1,1,1,0.6633,2025-02-25 13:54:56
6929,192411,53.6,3.38,1,1,0,1,0.6858,2025-05-01 13:54:56
2735,355136,50.73,3.25,0,1,1,0,0.606,2025-05-01 13:54:56
7561,649415,39.13,2.56,1,1,1,1,0.7658,2025-07-31 13:54:56
7485,425347,84.48,0.44,1,0,1,1,0.7926,2025-05-26 13:54:56
4631,449248,46.02,3.29,1,0,0,0,0.5757,2025-07-08 13:54:56
2252,635281,68.86,2.33,0,0,1,1,0.612,2025-03-11 13:54:56
2869,656380,14.61,1.24,1,0,1,0,0.4659,2025-04-12 13:54:56
4177,913935,36.01,0.12,1,0,0,1,0.5756,2025-05-23 13:54:56
6753,862713,31.01,0.65,1,0,1,0,0.5635,2025-03-08 13:54:56
3420,347746,79.63,0.22,1,1,0,0,0.7541,2025-07-25 13:54:56
3400,368403,17.29,4.09,1,0,1,1,0.4897,2025-07-01 13:54:56
3843,731662,16.98,2.95,1,0,0,0,0.3251,2025-07-12 13:54:56
2235,285752,66.8,0.02,1,0,1,1,0.74,2025-03-13 13:54:56
9096,586491,16.25,6.58,0,0,1,1,0.2677,2025-03-29 13:54:56
8355,814221,59.63,5.4,0,1,1,1,0.589,2025-03-29 13:54:56
6296,757686,45.88,1.08,0,1,1,1,0.5773,2025-06-01 13:54:56
3474,561125,71.23,1.16,0,1,0,1,0.6722,2025-08-03 13:54:56
8683,563689,43.98,0.55,0,1,1,0,0.5243,2025-03-12 13:54:56
5962,935013,55.24,6.48,1,1,0,1,0.6125,2025-06-11 13:54:56
1921,469039,40.56,3.42,1,0,1,1,0.5902,2025-04-13 13:54:56
2216,425487,18.26,4.07,1,1,0,0,0.4324,2025-04-24 13:54:56
8405,139435,53.49,6.19,0,0,1,1,0.5504,2025-08-06 13:54:56
7042,972098,80.93,1.5,0,1,1,1,0.6978,2025-06-08 13:54:56
2258,775982,65.34,5.68,1,0,1,1,0.6878,2025-07-28 13:54:56
9308,503160,55.88,1.79,1,1,1,1,0.76,2025-04-24 13:54:56
1673,571580,90.95,1.62,1,0,1,1,0.7851,2025-03-27 13:54:56
4085,437146,22.04,7.41,0,1,1,1,0.3566,2025-03-19 13:54:56
8793,625722,47.78,4.2,0,0,1,1,0.3756,2025-07-13 13:54:56
2014,572408,59.63,1.14,0,0,1,1,0.5502,2025-07-25 13:54:56
6627,849015,44.76,4.7,1,0,1,1,0.5872,2025-07-30 13:54:56
9267,777514,56.03,3.69,1,0,1,1,0.5589,2025-07-07 13:54:56
1642,359779,46.42,2.54,1,1,1,0,0.6964,2025-04-30 13:54:56
8200,649526,32.86,0.44,1,0,1,0,0.6481,2025-04-09 13:54:56
3601,481575,86.63,2.43,1,1,1,0,0.8315,2025-05-17 13:54:56
5635,506236,50.51,2.56,1,1,1,0,0.6058,2025-05-08 13:54:56
6544,811876,23.27,7.32,1,0,1,1,0.408,2025-03-20 13:54:56
1858,927565,61.5,2.8,1,1,1,1,0.7033,2025-03-12 13:54:56
6483,169114,37.87,9.47,1,0,1,1,0.4933,2025-05-28 13:54:56
2549,685067,75.28,7.61,1,0,1,1,0.6892,2025-02-28 13:54:56
7334,397950,53.9,2.7,1,1,1,1,0.7632,2025-06-17 13:54:56
3464,449556,82.36,2.74,1,1,0,0,0.7568,2025-07-31 13:54:56
3318,466814,25.22,0.73,0,1,0,1,0.42,2025-06-02 13:54:56
7422,235216,21.04,0.45,0,1,0,0,0.4046,2025-03-21 13:54:56
2389,424621,53.91,5.03,1,1,1,1,0.7441,2025-03-30 13:54:56
7172,774752,55.47,0.52,0,0,1,0,0.4902,2025-05-28 13:54:56
3094,802668,52.32,2.87,0,0,1,1,0.4967,2025-02-22 13:54:56
9625,197993,57.6,0.91,0,1,0,1,0.5038,2025-03-08 13:54:56
7938,633189,45.08,3.72,0,1,1,1,0.5063,2025-05-20 13:54:56
1299,480212,46.93,0.49,1,0,1,1,0.701,2025-06-02 13:54:56
3954,324598,36.74,3.37,1,1,0,1,0.5396,2025-05-25 13:54:56
8968,301333,3.18,0.73,1,0,1,1,0.4689,2025-06-24 13:54:56
3254,262472,40.21,4.81,1,0,1,1,0.6008,2025-08-01 13:54:56
5847,985448,44.52,4.01,0,0,1,0,0.3994,2025-07-26 13:54:56
9318,908321,65.55,1.21,1,1,1,1,0.8587,2025-04-04 13:54:56
9627,139582,32.1,1.69,1,1,0,1,0.6547,2025-03-04 13:54:56
6518,903532,51.58,0.7,1,1,1,1,0.7144,2025-03-15 13:54:56
3148,726259,39.86,0.05,0,0,1,1,0.4518,2025-05-16 13:54:56
3528,270129,81.97,6.07,0,0,1,1,0.5155,2025-07-05 13:54:56
3713,856216,14.39,1.1,1,0,1,0,0.5205,2025-04-30 13:54:56
1716,530817,43.81,0.58,1,1,1,1,0.7967,2025-05-19 13:54:56
4892,565777,11.54,7.22,1,0,1,1,0.4246,2025-03-17 13:54:56
5669,888940,38.33,1.87,1,1,1,1,0.7002,2025-04-28 13:54:56
4834,659952,65.55,1.68,1,0,1,0,0.7402,2025-06-20 13:54:56
6071,947904,21.31,3.17,1,0,0,1,0.3619,2025-04-22 13:54:56
4179,485710,64.15,0.95,1,1,1,1,0.8485,2025-02-28 13:54:56
8219,584107,43.9,3.27,1,0,1,0,0.6199,2025-06-09 13:54:56
7257,627336,56.7,1.46,0,1,1,0,0.6362,2025-04-07 13:54:56
7860,269931,21.98,1.68,1,0,1,1,0.4444,2025-06-30 13:54:56
3268,362148,34.07,2.4,1,0,1,0,0.4931,2025-08-07 13:54:56
8874,489245,70.45,1.93,1,1,1,1,0.7683,2025-04-01 13:54:56
2681,845958,46.75,0.79,0,1,1,1,0.6178,2025-04-10 13:54:56
3043,398911,71.17,0.23,1,0,1,1,0.8644,2025-07-30 13:54:56
3627,386043,89.67,4.03,0,0,1,1,0.6826,2025-04-27 13:54:56
9411,254507,16.52,4.7,1,1,0,1,0.4292,2025-05-01 13:54:56
2503,332824,12.43,2.77,0,1,1,1,0.3775,2025-04-27 13:54:56
6728,127966,60.61,5.13,0,0,1,1,0.4409,2025-05-06 13:54:56
1873,515713,27.55,2.23,1,1,1,1,0.5928,2025-04-14 13:54:56
7127,347232,39.47,1.46,0,0,1,1,0.3484,2025-05-14 13:54:56
2338,493125,51.73,0.6,0,0,1,1,0.5789,2025-06-24 13:54:56
1462,434166,41.41,1.72,0,1,1,1,0.5107,2025-07-26 13:54:56
6494,929823,84.23,1.89,1,0,1,1,0.847,2025-07-14 13:54:56
3255,140164,44.4,2.87,1,0,0,1,0.3892,2025-06-08 13:54:56
8741,829885,30.64,5.8,1,1,1,1,0.6331,2025-07-16 13:54:56
8686,570393,62.64,1.35,1,1,1,0,0.7423,2025-03-16 13:54:56
1087,183075,93.2,7.3,1,1,0,0,0.7136,2025-08-16 13:54:56
5194,326131,61.01,5.03,1,0,0,1,0.5042,2025-07-13 13:54:56
9992,862561,31.38,4.69,1,0,1,0,0.5039,2025-03-18 13:54:56
9648,543815,69.32,2.01,0,0,0,0,0.406,2025-07-23 13:54:56
5721,349184,46.06,2.54,0,0,1,1,0.5065,2025-06-04 13:54:56
2997,150069,86.1,1.44,0,1,1,1,0.7401,2025-06-20 13:54:56
7879,769990,32.09,3.91,1,1,0,1,0.6228,2025-03-14 13:54:56
8490,165859,35.76,1.85,1,1,1,1,0.7165,2025-07-23 13:54:56
9190,725727,44.13,4.57,1,0,1,0,0.4742,2025-04-05 13:54:56
1270,762653,70.44,3.37,0,1,0,1,0.6063,2025-04-11 13:54:56
4964,853449,61.7,0.33,1,1,0,1,0.6642,2025-07-15 13:54:56
5773,550090,78.69,3.65,1,1,0,0,0.6196,2025-08-20 13:54:56
6781,352250,65.93,5.41,1,1,0,1,0.6647,2025-03-27 13:54:56
7826,296413,25.88,2.78,1,0,1,0,0.4937,2025-03-03 13:54:56
2403,648914,72.43,3.93,1,1,1,1,0.8287,2025-05-20 13:54:56
2109,651614,37.68,3.4,0,1,1,1,0.5168,2025-04-03 13:54:56
9313,924614,98.71,6.58,1,1,1,1,0.9169,2025-04-13 13:54:56
1334,509421,68.99,5.88,0,1,1,1,0.5887,2025-04-22 13:54:56
1714,766550,54.39,1.94,1,1,1,0,0.737,2025-05-13 13:54:56
7117,365972,27.59,2.64,1,1,0,1,0.5034,2025-08-16 13:54:56
6851,926824,71.89,1.47,0,1,0,0,0.4722,2025-08-03 13:54:56
6650,352839,46.96,2.0,1,0,1,1,0.6622,2025-03-05 13:54:56
2699,908978,60.67,0.26,1,1,0,1,0.7293,2025-03-25 13:54:56
6448,239891,48.39,0.69,1,1,1,1,0.8438,2025-08-09 13:54:56
6773,672537,43.08,0.61,0,1,1,0,0.5782,2025-05-26 13:54:56
3869,970721,47.7,1.71,1,0,0,1,0.4753,2025-02-26 13:54:56
8613,829169,51.69,1.14,1,0,1,1,0.6811,2025-04-20 13:54:56
3987,950917,54.22,1.66,1,1,0,0,0.5715,2025-07-17 13:54:56
2034,850828,52.7,1.35,0,1,0,1,0.544,2025-04-25 13:54:56
1606,407697,75.3,1.91,0,1,0,1,0.5608,2025-06-30 13:54:56
1718,929539,26.34,2.59,1,0,0,1,0.4794,2025-06-30 13:54:56
1687,430927,58.41,3.12,1,1,0,0,0.5402,2025-06-02 13:54:56
9445,517569,77.32,3.86,1,1,1,0,0.7644,2025-04-03 13:54:56
8757,365619,27.61,2.18,1,0,1,1,0.664,2025-08-11 13:54:56
4132,400010,52.89,11.79,0,1,1,1,0.4487,2025-05-21 13:54:56
1784,787585,60.13,6.03,1,0,1,1,0.6267,2025-05-28 13:54:56
5477,230522,45.08,4.81,1,0,1,0,0.5684,2025-05-18 13:54:56
8160,519454,45.63,0.71,1,0,1,1,0.5846,2025-04-30 13:54:56
7335,455506,47.63,0.81,0,1,1,1,0.6654,2025-07-04 13:54:56
9130,825687,34.37,3.58,1,1,1,1,0.6062,2025-04-15 13:54:56
7019,936021,92.95,3.23,0,1,1,1,0.7337,2025-04-10 13:54:56
5370,940065,10.62,6.23,0,1,0,0,0.2793,2025-07-30 13:54:56
7956,182761,50.95,0.59,0,1,1,1,0.6524,2025-05-02 13:54:56
3957,671972,12.97,4.71,0,1,1,1,0.4773,2025-06-06 13:54:56
6263,207582,7.45,4.3,1,0,1,1,0.4263,2025-07-31 13:54:56
6373,793025,41.03,2.61,1,1,1,0,0.7165,2025-06-06 13:54:56
6022,567577,30.03,1.97,1,1,1,1,0.5357,2025-03-19 13:54:56
7982,274740,63.29,4.89,1,0,0,1,0.4616,2025-02-25 13:54:56
8273,468624,81.21,4.43,1,0,1,1,0.7403,2025-04-28 13:54:56
1694,862121,62.28,2.81,1,1,1,1,0.6772,2025-05-22 13:54:56
8127,387893,37.07,2.5,1,1,1,1,0.621,2025-03-10 13:54:56
1940,178687,44.39,2.91,0,0,1,0,0.4206,2025-03-02 13:54:56
7656,480960,44.64,1.16,1,1,0,1,0.758,2025-04-11 13:54:56
3622,132654,69.24,3.51,1,1,1,0,0.7271,2025-07-15 13:54:56
8180,136490,94.91,7.46,1,1,1,1,0.8616,2025-07-19 13:54:56
2102,347460,72.21,0.11,0,1,1,1,0.7387,2025-03-08 13:54:56
7002,479743,21.9,5.96,0,1,1,0,0.3076,2025-05-14 13:54:56
1531,734488,40.65,1.54,1,1,1,1,0.6526,2025-07-12 13:54:56
8372,488985,35.53,9.04,1,1,1,1,0.5711,2025-05-17 13:54:56
8274,900153,84.7,1.55,1,1,0,0,0.7637,2025-08-01 13:54:56
3256,655179,16.36,4.01,1,0,1,1,0.4408,2025-05-19 13:54:56
7522,429658,50.05,9.11,0,1,1,1,0.4503,2025-03-07 13:54:56
5567,361737,37.16,1.41,1,1,1,1,0.7631,2025-07-22 13:54:56
1425,871412,75.57,2.65,1,1,0,1,0.7855,2025-07-04 13:54:56
9177,642896,18.58,4.23,1,1,1,1,0.5143,2025-05-13 13:54:56
2930,374493,61.8,6.51,0,1,1,1,0.5022,2025-06-15 13:54:56
8312,324994,31.95,2.38,1,0,1,1,0.6154,2025-03-17 13:54:56
5679,827692,72.18,2.76,1,0,1,1,0.7647,2025-04-17 13:54:56
4280,228595,50.88,3.55,1,1,1,0,0.6391,2025-07-17 13:54:56
2214,574002,59.32,0.12,1,0,1,0,0.708,2025-07-07 13:54:56
8293,192056,10.45,0.17,1,0,1,0,0.4901,2025-02-27 13:54:56
6237,800281,86.41,0.94,0,0,1,1,0.5352,2025-05-24 13:54:56
2064,676714,68.97,4.55,1,0,1,1,0.6667,2025-04-04 13:54:56
5758,414528,32.78,0.11,0,1,1,0,0.5447,2025-07-11 13:54:56
3853,932251,41.37,0.25,1,0,1,1,0.5634,2025-05-20 13:54:56
