training_id,uid,jobid,skill_match,experience_gap,location_match,education_match,job_type_match,mode_match,label,snapshot_at
329,8351,4194,51.51,-0.97,1,1,1,0,0.5986,2023-10-26 09:23:14
330,8362,4208,59.7,-0.69,1,1,0,1,0.698,2023-11-04 12:15:08
331,8407,4223,52.95,-1.88,1,1,1,0,0.5278,2023-10-30 09:14:27
332,8418,4234,83.26,2.78,1,1,1,0,0.6915,2023-11-03 10:24:55
333,8433,4250,42.3,1.14,1,1,1,1,0.6089,2023-11-04 16:03:28
334,8468,4255,51.71,-2.0,1,1,1,0,0.5404,2023-10-29 04:46:12
335,8494,4259,78.05,3.97,0,1,1,0,0.5934,2023-11-01 14:21:27
336,8534,4272,52.11,2.13,1,0,0,1,0.4295,2023-10-26 21:45:22
337,8560,4290,86.0,3.88,1,1,1,0,0.6727,2023-11-06 23:18:55
338,8588,4304,52.31,-3.81,1,1,1,1,0.5662,2023-11-06 09:20:05
339,8612,4309,72.83,-1.03,1,0,1,1,0.6938,2023-10-31 17:01:02
340,8617,4323,69.51,1.7,1,1,1,1,0.681,2023-11-06 06:53:25
341,8635,4325,72.83,1.48,1,1,1,1,0.7469,2023-10-30 05:36:26
342,8667,4335,33.61,6.12,0,1,1,1,0.3381,2023-10-29 05:05:24
343,8678,4351,56.65,0.6,0,0,1,0,0.5396,2023-10-31 10:05:03
344,8683,4361,59.81,0.48,1,1,0,1,0.6888,2023-11-02 17:13:19
345,8702,4372,83.25,0.92,0,1,1,1,0.7255,2023-11-06 00:18:56
346,8744,4378,66.83,-0.17,1,1,1,1,0.8109,2023-11-04 20:30:14
347,8785,4387,42.6,4.02,1,1,0,0,0.4127,2023-11-02 02:37:37
348,8832,4404,77.19,1.31,1,1,1,1,0.7988,2023-11-05 23:45:59
349,8858,4417,48.7,-4.14,1,1,1,0,0.503,2023-11-06 20:14:13
350,8878,4425,42.3,0.41,1,0,1,1,0.5807,2023-10-31 20:15:11
351,8923,4440,70.16,3.03,1,0,0,0,0.4909,2023-10-29 21:49:34
352,8954,4448,84.25,-1.11,0,1,1,1,0.7611,2023-11-02 10:04:02
353,9000,4459,74.74,-2.98,1,0,1,0,0.5724,2023-10-31 02:39:15
354,9003,4464,73.33,-0.15,0,1,0,0,0.7046,2023-10-30 12:21:49
355,9013,4471,58.84,-3.39,1,0,1,1,0.503,2023-11-02 07:13:02
356,9036,4473,76.76,2.13,0,1,1,0,0.6106,2023-11-03 14:30:47
357,9071,4485,54.95,-2.12,1,1,1,0,0.5292,2023-11-02 19:15:03
358,9105,4494,50.83,1.57,1,1,0,0,0.4572,2023-11-08 11:21:10
359,9118,4511,73.6,-6.36,1,1,1,1,0.7213,2023-10-29 15:21:53
360,9134,4518,62.14,-1.23,0,1,0,1,0.5667,2023-11-05 22:00:24
361,9160,4532,68.68,0.74,0,1,0,1,0.6177,2023-11-05 20:38:51
362,9190,4535,52.31,1.1,0,1,1,1,0.5553,2023-10-28 03:34:37
363,9222,4538,84.08,-0.76,1,1,0,1,0.8333,2023-11-05 12:07:58
364,9243,4545,66.69,1.68,1,0,1,0,0.5895,2023-11-06 22:26:43
365,9276,4546,58.27,-0.08,1,0,0,0,0.6034,2023-11-03 16:33:50
366,9289,4553,33.83,1.86,1,1,1,1,0.477,2023-10-31 23:23:56
367,9321,4571,60.09,-0.96,0,0,0,1,0.5122,2023-10-31 20:01:18
368,9330,4581,73.99,0.76,0,1,1,1,0.7097,2023-10-31 18:00:11
369,9365,4592,61.96,-1.42,1,0,0,0,0.5164,2023-11-04 02:16:07
370,9407,4611,72.95,0.81,0,1,1,1,0.7078,2023-11-01 01:46:45
371,9429,4629,56.9,-1.08,0,0,1,0,0.5147,2023-11-03 23:58:12
372,9431,4637,83.59,1.74,1,1,1,1,0.7383,2023-10-30 18:46:10
373,9435,4654,55.31,2.48,1,1,0,0,0.5026,2023-11-04 00:41:27
374,9463,4655,44.23,0.05,1,1,1,0,0.665,2023-10-30 01:55:20
375,9510,4671,71.23,-2.2,1,1,0,0,0.5522,2023-10-28 05:07:01
376,9552,4680,72.97,1.17,1,1,1,0,0.7512,2023-10-28 10:08:14
377,9587,4692,78.77,2.1,1,1,1,0,0.6532,2023-10-27 18:36:31
378,9635,4693,61.64,0.37,1,1,1,0,0.7344,2023-11-05 12:28:16
379,9673,4708,85.12,1.04,1,1,1,0,0.7938,2023-11-05 15:46:55
380,9717,4723,35.88,-2.28,1,1,1,0,0.419,2023-10-27 23:17:29
381,9742,4740,43.72,2.04,0,0,1,0,0.298,2023-11-01 04:11:17
382,9771,4745,42.37,3.79,0,1,1,0,0.3863,2023-11-03 07:35:53
383,9784,4753,55.97,-0.16,0,0,0,1,0.5688,2023-11-03 23:31:48
384,9831,4754,53.98,-4.66,1,1,1,0,0.5445,2023-11-08 00:21:27
385,9878,4771,57.32,-3.8,1,0,1,1,0.4573,2023-11-03 12:41:32
386,9905,4784,62.32,1.03,0,1,1,1,0.6272,2023-10-31 03:59:42
387,9910,4790,49.15,0.4,1,1,0,0,0.606,2023-11-02 16:01:58
388,9925,4809,73.99,0.19,1,0,1,1,0.7913,2023-11-06 03:56:23
389,9949,4826,80.98,-0.16,1,1,1,0,0.8805,2023-11-03 06:08:14
390,9996,4830,65.59,-1.1,1,1,0,0,0.6228,2023-10-28 08:58:18
391,10027,4839,56.69,-5.64,0,0,0,0,0.3269,2023-10-30 11:48:01
392,10032,4846,72.12,-0.75,1,1,1,0,0.7632,2023-11-02 00:08:35
393,10061,4852,53.9,-0.14,1,1,1,0,0.7338,2023-11-05 14:51:38
394,10064,4862,33.81,3.77,0,1,1,1,0.349,2023-10-31 01:10:07
395,10075,4875,90.66,0.18,1,1,0,1,0.9092,2023-10-27 20:54:46
396,10085,4894,80.16,-0.26,1,1,0,1,0.7909,2023-10-27 02:24:13
397,10127,4908,59.91,2.62,0,0,0,1,0.4326,2023-10-30 08:54:04
398,10134,4925,52.95,-1.48,0,1,1,0,0.4876,2023-11-07 11:47:37
399,10150,4931,74.36,-2.75,1,1,1,0,0.6299,2023-11-05 20:33:30
400,10177,4946,54.85,-0.6,1,0,1,1,0.6547,2023-10-31 10:02:38
401,10194,4950,76.13,-4.96,1,0,0,1,0.5646,2023-10-27 13:00:28
402,10231,4953,63.2,1.25,0,0,0,1,0.5311,2023-10-28 21:31:08
403,10251,4959,58.08,-2.47,0,1,1,0,0.4636,2023-11-01 03:23:13
404,10264,4970,68.56,1.31,1,0,0,0,0.5538,2023-11-01 04:49:55
405,10311,4985,76.58,2.45,0,0,1,0,0.5199,2023-11-08 19:38:43
406,10340,4997,43.59,1.51,1,1,0,1,0.5228,2023-11-07 17:28:33
407,10350,4999,67.73,0.02,1,0,1,0,0.7765,2023-11-08 15:58:02
408,10371,5003,67.18,-4.17,1,1,0,1,0.5963,2023-11-03 04:04:04
409,10413,5010,53.99,2.25,0,1,1,1,0.493,2023-10-28 00:21:21
410,10443,5016,48.06,-0.07,1,1,1,1,0.7139,2023-10-31 11:31:58
411,10480,5032,51.98,0.93,0,1,0,1,0.515,2023-11-07 08:25:47
412,10520,5041,62.54,-2.68,1,0,0,1,0.5335,2023-11-01 11:42:20
413,10535,5053,66.79,1.79,1,0,1,1,0.5496,2023-11-06 00:33:59
414,10541,5057,90.92,2.2,1,1,0,1,0.7496,2023-11-06 15:58:11
415,10559,5063,55.94,1.63,1,1,0,1,0.5399,2023-10-27 04:11:24
416,10582,5077,47.02,0.51,1,1,1,0,0.6263,2023-11-06 09:02:18
417,10605,5085,55.61,1.59,0,1,1,0,0.4881,2023-11-08 06:36:06
418,10637,5093,80.65,3.33,0,1,1,0,0.6084,2023-11-07 19:49:27
419,10638,5105,44.83,3.55,1,1,1,1,0.4592,2023-10-30 07:19:10
420,10639,5122,63.36,0.68,1,1,1,1,0.7733,2023-10-29 10:51:55
421,10659,5135,54.17,-0.81,1,0,1,1,0.6406,2023-11-03 10:00:19
422,10706,5148,77.9,-0.74,1,0,1,1,0.7586,2023-10-27 17:02:00
423,10726,5167,76.92,-0.06,0,0,0,1,0.7043,2023-11-08 10:45:53
424,10769,5186,70.39,-2.09,1,1,1,1,0.6408,2023-11-07 07:49:09
425,10816,5193,68.54,-3.41,1,1,1,1,0.6483,2023-11-07 07:15:04
426,10829,5197,60.01,-0.71,1,1,0,0,0.6709,2023-10-29 20:03:39
427,10872,5212,58.04,-0.35,0,0,0,1,0.58,2023-10-30 06:38:07
428,10918,5225,46.19,-0.53,0,1,1,1,0.6033,2023-11-07 14:25:26
429,10943,5235,72.08,-0.74,0,0,1,0,0.6013,2023-10-26 14:14:50
430,10976,5236,49.23,-0.51,1,1,0,0,0.5959,2023-11-08 14:26:15
431,11000,5255,55.93,4.97,1,0,0,1,0.4623,2023-11-07 14:29:54
432,11047,5259,67.58,-4.98,1,1,0,0,0.5607,2023-11-05 18:54:35
433,11059,5263,74.45,0.49,0,1,1,0,0.7157,2023-11-07 14:01:43
434,11083,5282,64.27,1.71,1,1,1,1,0.6571,2023-10-30 23:32:42
435,11122,5291,79.32,-4.83,1,0,0,0,0.5733,2023-10-29 07:00:58
436,11140,5303,73.01,-0.66,0,0,1,0,0.5948,2023-11-07 16:43:23
437,11146,5313,74.5,-3.8,1,1,1,0,0.6819,2023-11-03 09:52:54
438,11195,5322,36.92,1.09,1,0,1,1,0.4911,2023-11-08 21:39:05
439,11210,5329,61.7,-0.97,0,1,0,0,0.5349,2023-11-08 14:23:24
440,11229,5332,59.51,-0.49,1,0,0,1,0.6318,2023-10-31 07:50:36
441,11232,5348,51.43,-1.29,1,1,1,1,0.6131,2023-10-29 12:47:32
442,11276,5349,57.42,-2.89,1,1,1,1,0.6296,2023-10-26 16:21:03
443,11290,5358,49.44,0.4,1,0,1,0,0.5793,2023-11-08 01:25:47
444,11308,5377,57.45,-1.18,1,1,0,1,0.6457,2023-11-04 03:42:58
445,11334,5385,65.37,-3.21,0,1,0,1,0.5015,2023-10-29 07:20:12
446,11381,5397,42.86,-2.24,1,1,0,1,0.4209,2023-10-29 03:13:57
447,11426,5409,63.38,3.41,1,0,0,1,0.5152,2023-11-04 18:20:11
448,11454,5410,76.93,0.85,0,1,0,0,0.6522,2023-11-07 16:33:19
449,11492,5423,67.73,-1.67,1,1,1,0,0.6415,2023-11-04 22:14:14
450,11514,5431,47.04,-4.39,0,1,1,1,0.4203,2023-11-04 16:35:24
451,11557,5449,66.23,-0.26,1,1,0,1,0.7366,2023-11-02 14:12:02
452,11599,5456,74.3,-4.05,1,1,1,1,0.6945,2023-11-07 11:52:15
453,11644,5469,61.66,1.47,0,1,0,0,0.4877,2023-11-02 13:32:53
454,11655,5475,44.41,-1.7,0,1,0,0,0.3602,2023-10-29 05:57:19
455,11704,5488,54.02,-3.36,1,0,1,0,0.4711,2023-10-27 02:15:56
456,11723,5507,67.48,-2.58,0,0,0,1,0.4276,2023-11-08 09:53:37
457,11748,5520,66.66,4.8,0,0,0,1,0.4155,2023-11-01 16:06:11
458,11766,5529,67.24,2.5,0,0,0,0,0.3973,2023-11-09 01:20:56
459,11771,5534,65.86,3.15,1,1,1,0,0.6181,2023-11-01 11:43:41
460,11780,5545,52.4,5.12,0,1,1,0,0.4344,2023-10-28 05:27:19
461,11803,5552,88.24,1.4,0,1,1,1,0.7532,2023-10-26 08:46:35
462,11820,5565,69.7,1.33,0,1,0,0,0.5876,2023-11-05 05:28:21
463,11840,5570,52.99,-3.86,0,1,1,0,0.4253,2023-10-26 08:25:15
464,11875,5584,50.39,-0.31,0,0,1,0,0.5305,2023-10-26 13:33:59
465,11893,5600,75.69,-0.94,1,1,1,0,0.7745,2023-11-05 06:25:26
466,11899,5617,69.61,-1.88,0,0,0,0,0.4139,2023-10-31 03:44:50
467,11925,5633,57.35,3.01,1,1,0,1,0.5496,2023-11-07 00:21:00
468,11926,5641,69.93,1.38,0,0,1,1,0.5642,2023-11-08 08:01:10
469,11970,5650,76.29,2.74,1,1,0,1,0.6762,2023-10-31 00:28:31
470,11975,5666,76.77,-1.48,1,1,1,0,0.7189,2023-10-28 10:52:43
471,11999,5684,60.46,0.18,1,0,0,1,0.6685,2023-11-01 00:48:23
472,12039,5701,52.45,-3.22,0,1,0,0,0.3869,2023-11-04 16:17:41
473,12053,5709,60.04,-6.55,1,1,1,0,0.5323,2023-11-07 07:00:37
474,12088,5714,76.28,-2.49,1,0,1,1,0.6642,2023-10-29 00:08:01
475,12118,5720,56.62,-1.18,0,1,1,1,0.5953,2023-11-08 05:52:41
476,12120,5729,65.5,-4.54,1,1,1,1,0.6352,2023-11-01 17:07:18
477,12121,5730,71.04,-2.66,0,1,1,0,0.5304,2023-11-04 18:17:41
478,12137,5732,41.07,3.13,0,1,1,1,0.3975,2023-11-01 04:15:10
479,12155,5751,38.5,-1.37,1,1,1,0,0.4948,2023-11-08 22:23:53
480,12156,5755,91.08,-2.44,0,1,0,1,0.6826,2023-10-31 18:49:09
481,12164,5756,85.26,0.29,0,1,0,0,0.7302,2023-11-03 19:56:12
482,12186,5767,81.41,-5.19,0,1,0,0,0.5567,2023-11-06 00:04:32
483,12224,5781,69.79,-2.46,0,0,1,0,0.4886,2023-11-05 03:22:04
484,12230,5786,49.77,4.27,0,1,1,0,0.4152,2023-11-06 12:40:41
485,12273,5803,76.25,-0.41,0,0,1,0,0.6707,2023-11-01 09:13:49
486,12289,5810,66.8,-2.34,1,1,1,0,0.6131,2023-11-09 01:59:28
487,12336,5816,74.92,-1.56,1,0,0,1,0.6024,2023-11-01 20:42:54
488,12372,5829,78.07,0.88,1,1,1,1,0.8074,2023-11-05 10:15:43
489,12386,5832,68.05,-0.95,1,1,1,1,0.7467,2023-11-03 10:09:21
490,12429,5839,76.28,4.72,1,1,1,1,0.7113,2023-11-04 05:01:08
491,12446,5840,51.15,-1.95,1,1,1,0,0.4914,2023-11-08 14:45:46
492,12474,5857,50.96,-5.5,0,1,1,0,0.3798,2023-11-08 02:45:15
493,12496,5858,78.11,-2.1,0,0,1,0,0.5457,2023-10-27 17:09:52
494,12513,5863,77.84,-3.59,1,1,0,1,0.6454,2023-10-27 09:20:29
495,12553,5874,53.38,-4.33,0,1,1,0,0.4313,2023-11-07 20:31:40
496,12571,5891,59.09,-1.85,1,1,1,1,0.6334,2023-10-30 06:12:28
497,12586,5906,52.2,4.88,0,1,1,0,0.4306,2023-11-06 16:29:20
498,12628,5925,66.01,1.73,0,1,1,0,0.5547,2023-11-08 16:31:31
499,12635,5939,72.55,1.07,0,0,1,1,0.6259,2023-11-03 01:00:41
500,12643,5946,58.5,-2.84,1,1,0,0,0.5108,2023-10-29 23:45:29
501,12688,5949,87.01,-2.21,1,1,1,0,0.6703,2023-11-06 15:34:03
502,12714,5965,31.47,1.88,1,1,0,1,0.3671,2023-11-02 23:25:54
503,12726,5973,73.81,0.15,0,1,0,1,0.7456,2023-11-07 06:47:49
504,12744,5985,77.45,-3.91,0,1,1,0,0.6052,2023-11-07 10:52:26
505,12781,6001,58.46,-2.89,1,1,1,0,0.5692,2023-11-05 04:06:52
506,12787,6018,64.33,1.7,1,1,1,0,0.626,2023-10-26 16:15:09
507,12797,6030,50.95,0.18,1,0,1,1,0.6398,2023-11-04 08:25:10
508,12801,6040,49.45,3.65,1,1,1,1,0.5068,2023-11-04 19:46:13
509,12809,6059,63.29,-3.97,0,1,1,0,0.4865,2023-10-26 14:28:51
510,12838,6069,61.5,-1.9,0,1,0,1,0.5276,2023-11-02 05:47:02
511,12845,6078,57.31,-5.19,1,0,1,1,0.5075,2023-11-03 00:34:31
512,12855,6086,57.7,-1.42,1,1,1,1,0.6276,2023-11-08 23:53:23
513,12887,6098,53.36,0.06,1,0,1,0,0.616,2023-10-26 19:25:39
514,12927,6105,61.56,-1.2,1,0,1,1,0.6333,2023-10-31 14:47:17
515,12945,6119,58.23,2.23,0,1,1,1,0.5148,2023-11-04 14:46:49
516,12981,6120,67.1,-2.66,1,1,1,1,0.6625,2023-11-04 06:50:29
517,12997,6121,44.75,-2.38,0,1,0,0,0.3345,2023-10-26 15:12:18
518,13026,6124,78.01,1.75,0,0,1,0,0.5994,2023-11-04 13:34:13
519,13038,6126,34.9,2.67,0,0,1,1,0.293,2023-11-06 19:44:12
520,13043,6137,80.98,-2.38,0,0,1,1,0.5823,2023-11-01 17:42:55
521,13078,6152,50.46,-0.41,0,1,0,0,0.5642,2023-10-30 18:09:48
522,13123,6169,89.53,-0.97,0,1,1,1,0.7941,2023-10-26 23:35:16
523,13165,6181,61.85,0.2,0,1,1,0,0.6724,2023-11-02 08:25:06
524,13170,6183,83.78,-2.75,1,0,0,1,0.6511,2023-11-04 06:14:31
525,13207,6202,51.59,1.62,0,1,0,0,0.4338,2023-10-28 03:48:19
526,13238,6220,40.34,-2.51,0,1,1,1,0.3679,2023-11-02 14:54:34
527,13273,6222,73.2,3.9,1,1,0,0,0.5586,2023-11-01 12:47:00
528,13307,6232,58.99,-1.98,1,1,1,1,0.6027,2023-10-29 06:16:57
529,13356,6238,75.04,-0.52,1,0,1,0,0.7202,2023-10-27 21:05:01
530,13387,6253,58.94,-0.14,1,1,1,1,0.7864,2023-10-30 04:34:20
531,13402,6257,84.08,-0.56,1,1,1,1,0.8511,2023-10-31 07:55:39
532,13451,6269,65.37,2.48,0,1,1,0,0.5079,2023-11-03 13:35:23
533,13467,6274,60.23,3.11,1,1,0,1,0.5516,2023-10-28 18:26:27
534,13486,6287,51.41,2.85,0,1,0,0,0.3696,2023-10-28 08:53:13
535,13496,6297,71.21,0.7,0,0,0,0,0.5471,2023-10-29 21:21:08
536,13527,6305,61.22,-0.4,1,1,1,1,0.7861,2023-10-28 00:07:34
537,13554,6321,86.4,-7.52,0,1,0,1,0.6398,2023-11-05 06:14:52
538,13573,6322,93.47,0.28,0,0,1,1,0.8103,2023-10-26 11:59:50
539,13593,6334,44.07,-0.4,1,1,0,1,0.623,2023-11-01 15:57:06
540,13600,6344,86.25,-0.8,0,1,1,1,0.798,2023-11-09 02:09:57
541,13607,6361,79.87,-1.29,0,0,1,0,0.5943,2023-11-04 05:59:51
542,13618,6364,35.57,0.44,1,1,1,0,0.5274,2023-10-31 19:26:36
543,13619,6374,54.36,-7.26,1,1,1,0,0.538,2023-10-26 16:16:17
544,13663,6382,66.49,-2.09,0,1,1,1,0.5874,2023-11-01 19:27:30
545,13681,6387,64.19,2.2,0,1,0,0,0.4651,2023-11-03 19:25:18
546,13704,6403,72.33,-3.93,0,1,0,0,0.4796,2023-11-04 12:15:55
547,13716,6410,60.58,5.23,1,0,1,1,0.5032,2023-10-27 20:58:34
548,13755,6412,42.08,3.77,0,1,0,1,0.3746,2023-10-31 05:35:27
549,13758,6415,47.45,-1.42,1,1,0,0,0.4703,2023-11-02 14:22:43
550,13764,6434,60.58,-2.44,0,1,1,1,0.5375,2023-10-29 07:12:03
551,13801,6442,71.49,-3.33,1,0,1,0,0.5427,2023-11-06 09:36:16
552,13837,6450,52.99,-1.75,0,1,1,0,0.4771,2023-11-04 00:03:07
553,13849,6455,70.53,2.71,1,0,1,1,0.6253,2023-11-07 20:25:16
554,13884,6458,54.35,4.48,0,1,1,0,0.449,2023-11-06 13:14:06
555,13895,6471,63.46,-2.35,1,1,0,1,0.5595,2023-10-31 11:19:02
556,13912,6484,78.94,-1.51,1,1,1,0,0.729,2023-11-04 09:59:12
557,13941,6492,66.29,-1.49,1,0,1,0,0.6207,2023-11-03 10:29:06
558,13972,6502,54.56,-0.7,1,1,1,1,0.6934,2023-10-29 00:41:51
559,13977,6509,76.7,-1.67,0,0,0,0,0.4972,2023-11-06 22:31:22
560,14015,6514,84.46,2.81,1,0,1,0,0.6442,2023-11-04 19:50:17
561,14054,6518,62.49,1.17,1,1,0,0,0.6343,2023-11-04 08:02:46
562,14085,6524,88.1,3.33,0,1,1,1,0.715,2023-11-03 13:49:25
563,14105,6527,52.0,3.01,1,1,1,1,0.5589,2023-11-08 15:27:45
564,14117,6531,64.57,-0.88,0,1,1,1,0.6151,2023-10-30 03:39:23
565,14143,6539,57.94,-1.78,0,0,1,1,0.4656,2023-11-03 00:22:39
566,14186,6541,69.66,-1.38,1,1,1,0,0.6939,2023-11-09 03:16:04
567,14193,6547,45.22,-0.53,0,1,0,1,0.5519,2023-10-29 15:31:27
568,14229,6560,50.47,0.31,1,0,0,1,0.5793,2023-11-03 06:34:53
569,14262,6569,55.42,-4.08,1,1,1,1,0.5645,2023-10-31 15:06:16
570,14289,6583,56.38,1.57,0,1,0,0,0.4785,2023-11-05 13:11:33
571,14295,6585,42.69,2.67,1,1,1,0,0.4672,2023-11-01 13:01:52
572,14312,6586,38.67,1.64,0,1,0,1,0.3918,2023-11-05 03:05:34
573,14322,6589,88.17,-1.68,1,0,1,1,0.7182,2023-11-04 20:41:05
574,14333,6590,73.13,-1.27,1,1,0,0,0.6246,2023-10-29 02:50:17
575,14356,6597,53.96,-0.54,1,0,1,1,0.6473,2023-10-29 13:49:55
576,14376,6615,70.18,0.23,1,0,1,0,0.7005,2023-11-03 16:44:08
577,14392,6634,75.03,-2.86,0,0,1,1,0.551,2023-10-29 08:22:09
578,14408,6643,58.85,-1.79,0,0,0,0,0.3603,2023-11-08 13:46:35
579,14439,6662,76.92,2.73,1,1,1,0,0.6855,2023-11-06 01:41:39
580,14441,6681,52.55,0.71,1,1,0,0,0.6007,2023-11-04 18:14:28
581,14458,6691,61.97,1.59,1,1,0,0,0.5361,2023-11-02 18:48:23
582,14500,6706,59.22,-2.51,1,0,1,0,0.4925,2023-11-01 22:23:37
583,14538,6719,66.37,-0.38,1,0,0,1,0.6652,2023-10-26 12:22:13
584,14543,6732,86.66,-1.27,0,0,1,0,0.626,2023-10-27 05:33:17
585,14552,6734,88.97,-2.94,0,1,1,0,0.6902,2023-11-07 11:40:44
586,14593,6746,46.55,1.81,1,1,1,1,0.541,2023-11-02 01:45:14
587,14618,6748,68.41,-0.49,1,1,1,1,0.7892,2023-10-28 11:32:21
588,14661,6765,80.13,4.32,1,1,0,0,0.6012,2023-10-29 19:29:49
589,14705,6783,58.03,1.05,1,1,0,1,0.6107,2023-11-09 02:18:58
590,14710,6794,73.47,0.14,1,1,0,0,0.7706,2023-10-26 19:18:56
591,14729,6799,72.15,1.68,1,0,0,1,0.5734,2023-10-30 23:24:32
592,14755,6804,54.24,0.97,1,1,0,1,0.6352,2023-10-28 07:22:14
593,14788,6820,63.25,2.03,1,1,1,1,0.6221,2023-11-04 06:12:23
594,14816,6830,43.63,-1.76,1,1,1,1,0.5098,2023-11-06 18:38:42
595,14839,6846,59.24,0.62,1,1,0,0,0.6274,2023-10-30 10:05:53
596,14864,6859,83.62,-0.81,1,1,1,1,0.8591,2023-11-03 03:30:25
597,14903,6868,49.94,-3.15,1,1,1,1,0.5543,2023-10-27 00:01:16
598,14944,6870,37.49,-3.45,1,1,1,1,0.4557,2023-10-26 21:13:19
599,14959,6880,82.91,-2.0,1,0,0,1,0.6121,2023-11-06 16:55:58
600,14999,6883,68.88,0.78,1,1,0,0,0.6676,2023-11-02 09:38:02
601,15005,6895,63.18,1.23,0,1,1,0,0.587,2023-10-31 21:11:38
602,15010,6898,65.96,0.95,0,1,1,1,0.6587,2023-11-04 17:08:26
603,15033,6900,70.87,-4.2,1,1,1,1,0.6863,2023-10-30 23:56:08
604,15035,6906,57.13,0.38,1,0,1,0,0.6612,2023-11-02 12:26:44
605,15069,6913,54.0,1.3,1,1,1,1,0.6439,2023-11-02 14:42:15
606,15093,6931,69.6,-1.46,0,0,1,1,0.577,2023-10-26 08:12:07
607,15141,6946,61.91,1.09,1,1,0,0,0.6147,2023-11-06 21:23:27
608,15182,6956,79.31,-2.49,1,0,1,1,0.6509,2023-11-08 13:44:46
609,15231,6957,75.99,0.06,1,1,1,1,0.9047,2023-11-02 14:29:11
610,15244,6975,63.4,0.7,1,1,1,1,0.7562,2023-10-29 02:45:46
611,15250,6978,67.23,6.46,1,1,0,1,0.6184,2023-11-01 16:35:08
612,15280,6995,38.94,1.22,1,1,1,1,0.5127,2023-11-07 12:23:51
613,15307,6997,43.2,-2.94,1,0,1,1,0.4439,2023-10-30 12:55:08
614,15341,7012,40.91,-0.89,1,1,1,0,0.5648,2023-11-02 18:54:22
615,15370,7022,54.67,-3.96,0,0,1,1,0.4203,2023-11-07 11:02:18
616,15402,7040,47.01,-0.03,1,0,1,1,0.6664,2023-11-05 19:07:07
617,15437,7051,93.97,1.47,1,1,0,0,0.7792,2023-10-27 18:53:24
618,15452,7069,51.06,2.45,1,1,0,1,0.4661,2023-11-01 21:49:38
619,15463,7071,45.7,0.74,0,1,1,1,0.5681,2023-10-30 06:32:42
620,15507,7083,49.86,0.11,1,0,1,1,0.6939,2023-11-01 10:55:43
621,15529,7095,36.01,1.37,0,1,0,1,0.3956,2023-11-01 17:47:00
622,15547,7096,62.35,-2.08,0,1,0,1,0.456,2023-11-01 01:02:57
623,15549,7111,66.85,-0.79,1,0,1,1,0.6873,2023-11-01 08:09:53
624,15573,7116,45.15,0.13,0,1,1,1,0.6373,2023-11-01 11:41:01
625,15591,7124,63.61,-0.64,0,1,1,0,0.6183,2023-11-03 23:26:17
626,15628,7126,58.68,3.16,0,0,0,1,0.3844,2023-10-30 22:47:05
627,15646,7138,59.8,2.07,1,0,1,1,0.532,2023-11-03 18:52:31
628,15657,7146,78.88,0.24,1,1,1,0,0.8313,2023-10-29 04:19:53
629,15682,7160,44.0,-3.23,0,0,1,1,0.3511,2023-11-01 07:26:19
630,15703,7175,90.75,-0.18,1,0,1,1,0.917,2023-10-29 22:06:03
631,15709,7186,57.85,2.99,1,1,1,1,0.612,2023-11-01 05:26:03
632,15749,7199,65.8,1.97,0,1,1,0,0.5372,2023-11-04 09:58:01
633,15783,7208,48.02,1.31,0,1,1,0,0.4746,2023-11-07 18:04:38
634,15829,7210,56.62,-0.74,1,1,1,0,0.6948,2023-11-05 23:12:26
635,15857,7218,58.73,2.72,1,1,1,0,0.5587,2023-11-01 16:12:32
636,15886,7231,66.29,-0.55,1,1,1,0,0.7441,2023-11-05 23:07:52
637,15935,7240,60.49,-1.64,0,1,1,1,0.558,2023-11-03 05:55:25
638,15974,7248,60.71,0.87,1,0,1,1,0.6518,2023-10-31 07:08:06
639,15978,7264,78.97,4.21,0,1,0,0,0.5292,2023-10-26 15:33:17
640,16026,7272,85.63,-0.59,0,1,1,1,0.8253,2023-10-27 18:49:02
641,16055,7290,66.45,-2.58,1,1,1,0,0.5899,2023-10-31 05:09:03
642,16069,7303,71.55,1.51,0,0,0,1,0.5205,2023-10-30 17:03:46
643,16104,7318,62.34,2.29,1,0,1,0,0.5452,2023-10-30 20:55:44
644,16131,7319,70.55,-5.19,1,1,1,1,0.6629,2023-10-29 07:25:37
645,16151,7335,41.66,-0.81,0,1,1,0,0.5038,2023-11-04 06:58:51
646,16163,7352,46.9,1.75,1,1,1,0,0.4996,2023-11-06 23:57:31
647,16206,7355,57.66,-2.22,1,1,1,1,0.5898,2023-11-05 19:05:23
648,16228,7366,53.95,-2.02,1,1,1,1,0.5633,2023-11-02 13:34:20
649,16244,7380,71.37,1.96,0,0,1,1,0.4975,2023-11-01 12:59:10
650,16288,7382,40.62,6.33,0,1,0,1,0.3533,2023-10-30 21:31:23
651,16332,7399,84.95,4.74,1,1,0,1,0.6972,2023-11-06 17:32:46
652,16355,7409,61.96,0.56,1,1,1,1,0.784,2023-10-31 10:22:03
653,16376,7417,66.81,5.85,0,0,1,1,0.4842,2023-10-29 02:21:26
654,16425,7434,67.2,-1.84,0,1,0,0,0.4561,2023-11-05 13:09:26
655,16467,7451,86.5,0.48,1,0,1,0,0.8019,2023-10-28 15:31:39
656,16480,7470,70.14,0.98,1,0,1,1,0.7019,2023-10-30 05:49:26
